Category	Topic / Chapter	Lecture # in Topic	Lecture Title	Current YouTube URL	Current Playlist URL(s)	MyNotes URL	MyNotes_old URL	JEE Syllabus Unit	JEE Syllabus Unit Name	Syllabus Mapping Confidence	Source Plan Status	Recommended Primary Source	Recommended Source URL	Source Plan Notes	
Organic Chemistry	Hydrocarbons	10	Preparation of Alkenes 1: Dehydration Of Alcohols and From Alkyl Halide	https://youtu.be/2vjvCYYdVXQ	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/09_preparation_of_alkenes_1_dehydration_of_alcohols_and_from_alkyl_halide.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	11	Preparation of Alkenes 2: From Alkyne - Birch Reduction and Lindlar's Catalyst	https://youtu.be/CpaVjjeL454	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/10_preparation_of_alkenes_2_from_alkyne_birch_reduction_lindlars_catalyst.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	12	Properties of Alkenes 1: Addition of Hydrogen, Halogen and Halogen Acid	https://youtu.be/viPN1T_z9Rc	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/11_properties_of_alkenes_1_addition_of_hydrogen_halogen_halogen_acid.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	13	Properties of Alkenes 2: Addition of Water - Acid Catalyzed Hydration of Alkene	https://www.youtube.com/watch?v=53saGWuL-0A	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/12_properties_of_alkenes_2_addition_of_water_acid_catalyzed_hydration_of_alkene.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	14	Properties of Alkenes 3: Addition of Water - HydroBoration-Oxidation	https://youtu.be/y4ROwu7m-Z4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/13_properties_of_alkenes_3_addition_of_water_hydroboration_oxidation.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	15	Properties of Alkenes 4: Addition of Water - OxyMercuration-Demercuration	https://youtu.be/VwqsHLLNOMQ	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/14_properties_of_alkenes_4_addition_of_water_oxymercuration_demercuration.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	16	Properties of Alkenes 5: Ozonolysis - Addition of Ozone	https://youtu.be/rAb6uGLCsos	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/15_properties_of_alkenes_5_ozonolysis_addition_of_ozone.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	1	Preparation Of HaloAlkanes 1 - From Alkanes and Alkene	https://youtu.be/8OoPwXO110w	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/01_preparation_of_haloalkanes_1_from_alkanes_and_alkene.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	2	Preparation Of HaloAlkanes 2 - From Alcohols: Lucas Reagent and Others	https://youtu.be/QEorYP2vfaw	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/02_preparation_of_haloalkanes_2_from_alcohols_lucas_reagent_and_others.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	3	Preparation Of HaloAlkanes 3 - Halogen Exchange & Hunsdiecker Method	https://youtu.be/nUGXEYGHUco	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/03_preparation_of_haloalkanes_3_halogen_exchange_hunsdiecker_method.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	4	Properties of HaloAlkanes 1: SN1 and SN2 Reaction	https://youtu.be/k7a5aUsZ5do	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/04_properties_of_haloalkanes_1_sn1_and_sn2_reaction.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	5	Reaction with KOH / AgOH / KCN / AgCN / KNO2 / AgNO2 / NH3 / RONa / H2O	https://youtu.be/RL7wOVHVjUg	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/05_reaction_with_koh_agoh_kcn_agcn_kno2_agno2_nh3_rona_h2o.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	6	Properties of HaloAlkanes 3: Elimination Reaction - E1 & E2	https://youtu.be/5zaYHb6IYl0	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/06_properties_of_haloalkanes_3_elimination_reaction_e1_e2.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	7	Properties of HaloAlkanes 4: Reaction with Metals	https://youtu.be/EUZ-XLOUOtk	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/07_properties_of_haloalkanes_4_reaction_with_metals.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	8	Preparation of HaloArenes - Sandmeyer & Gattermann Reaction	https://youtu.be/QRODzMULKiA	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/08_preparation_of_haloarenes_sandmeyer_gattermann_reaction.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	Haloalkanes and Haloarenes (Organic Compounds containing Halogens)	9	Chemical Properties of HaloArenes	https://youtu.be/FTV4Z0jQFbE	https://www.youtube.com/playlist?list=PLF_7kfnwLFCG-Fm0odaUEQjDTEHdyP3PP	03_organic_chem_lectures/06_haloalkanes_and_haloarenes/09_chemical_properties_of_haloarenes.html		Unit 16	Organic Compounds Containing Halogens	High	Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	1	Introduction, Classification & Nomenclature	https://youtu.be/IviTZ45FrJY	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/01_introduction_classification_nomenclature.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	2	Preparation of Alcohols 1: From Alkenes	https://youtu.be/H2J2mqKnE3A	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/02_preparation_of_alcohols_1_from_alkenes.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	3	Preparation of Alcohols 2: From Carbonyl Compounds & Carboxylic Acid	https://youtu.be/wA0WFwCX118	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/03_preparation_of_alcohols_2_from_carbonyl_compounds_carboxylic_acid.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	4	Preparation of Alcohols 3: From Grignard's Reagent	https://youtu.be/18IOlI_LB3Q	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/04_preparation_of_alcohols_3_from_grignards_reagent.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	5	Properties of Alcohols 1: Acidic Nature - Esterification	https://youtu.be/43fUJXk1IG4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/05_properties_of_alcohols_1_acidic_nature_esterification.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	6	Properties of Alcohols 2: Lucas Test	https://youtu.be/omkLiGrJ7lc	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/06_properties_of_alcohols_2_lucas_test.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	7	Properties of Alcohols 3: Dehydration of Alcohols	https://youtu.be/85mR5D9FdDk	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/07_properties_of_alcohols_3_dehydration_of_alcohols.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	8	Properties of Alcohols 4: Oxidation of Alcohols	https://youtu.be/Stf9w6zKxA4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/08_properties_of_alcohols_4_oxidation_of_alcohols.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	9	Preparation of Phenols - All Methods	https://youtu.be/VNq80BPrpuU	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/09_preparation_of_phenols_all_methods.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	10	Properties of Phenols 1: Acidic Nature of Phenols	https://youtu.be/Q9bwDMbno3w	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/10_properties_of_phenols_1_acidic_nature_of_phenols.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	11	Properties of Phenols 2: Esterification & Reactions of Benzene Ring	https://youtu.be/iaPxJMoH5n0	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/11_properties_of_phenols_2_esterification_reactions_of_benzene_ring.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	12	Properties of Phenols 3: Reimer-Tiemann & Kolbe's Reaction	https://youtu.be/3lV7AUXzXeI	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/12_properties_of_phenols_3_reimer_tiemann_kolbes_reaction.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	13	Preparation of Ethers - Dehydration of Alcohol & Williamson Synthesis	https://youtu.be/lEWUaD8n_8Q	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/13_preparation_of_ethers_dehydration_of_alcohol_williamson_synthesis.html					Keep current source / no change decided				
Organic Chemistry	"Alcohols, Phenols and Ethers (Organic Compounds containing Oxygen
							1/3)"	14	Properties of Ethers: Reaction with HI & Reaction of Aryl Ethers	https://youtu.be/1b-5HgdXFIc	https://www.youtube.com/playlist?list=PLF_7kfnwLFCEllUy1_z114tXRmq7UQJlj	03_organic_chem_lectures/07_alcohols_phenols_and_ethers/14_properties_of_ethers_reaction_with_hi_reaction_of_aryl_ethers.html					Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	1	Methods of Preparation of Aldehydes and Ketones	https://youtu.be/gKp1aM42VvI	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/01_methods_of_preparation_of_aldehydes_and_ketones.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	2	Preparation of Aldehydes & Ketones - Dry Distillation of Carboxylic Acids	https://youtu.be/xG2ecZqAC-c	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/02_preparation_of_aldehydes_and_ketones_dry_distillation_of_carboxylic_acids.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	3	Preparation of Aldehydes: Rosenmund's Reduction & Stephen's Reduction	https://youtu.be/if1SZqqJFhI	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/03_preparation_of_aldehydes_rosenmunds_reduction_and_stephens_reduction.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	4	Preparation of Benzaldehyde: Etard's Reaction & Gatterman Koch Reaction	https://youtu.be/RI_6YmmJQ2U	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/04_preparation_of_benzaldehyde_etards_reaction_and_gatterman_koch_reaction.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	5	Preparation Of Ketones: From Acyl Chloride and From Benzene	https://youtu.be/1tiAvZf_zLc	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/05_preparation_of_ketones_from_acyl_chloride_and_from_benzene.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	6	Properties 1: Nucleophilic Addition - Addition of HCN, Alcohols	https://youtu.be/PDd8LG1xze8	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/06_properties_1_nucleophilic_addition_addition_of_hcn_alcohols.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	7	Properties 2: Addition Of Ammonia & Ammonia Derivatives	https://youtu.be/9_nLPBKeY3g	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/07_properties_2_addition_of_ammonia_and_ammonia_derivatives.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	8	Properties 3: Reduction Of Aldehydes and Ketones	https://youtu.be/1hs9Sd_rg0M	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/08_properties_3_reduction_of_aldehydes_and_ketones.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	9	Properties 4: Tollen's Test (Silver Mirror Test) and Fehling's Test	https://youtu.be/Msqkh97bQ1Y	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/09_properties_4_tollens_test_silver_mirror_test_and_fehlings_test.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Aldehydes and Ketones (Organic Compounds containing Oxygen 2/3)	10	Haloform Reaction || Iodoform Reaction || Iodoform Test	https://youtu.be/9kru2q_2yNw	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHUtZnRiUbHrS5WSV0BsvSg	03_organic_chem_lectures/08_aldehydes_and_ketones/10_haloform_reaction_iodoform_reaction_iodoform_test.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Carboxylic Acids (Organic Compounds containing Oxygen 3/3)	1	Methods of Formation of Carboxylic Acid	https://youtu.be/6YPmuAgDYTU	https://www.youtube.com/playlist?list=PLuhfndjNhE1I_X2DhPRKD_GgeCLCUYPGX	03_organic_chem_lectures/09_carboxylic_acids/01_methods_of_formation_of_carboxylic_acid.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Carboxylic Acids (Organic Compounds containing Oxygen 3/3)	2	Reactions of Carboxylic Acid | HVZ | Hunsdecker's Reaction | Decarboxylation | Kolbe's Electrolysis	https://youtu.be/qnlD4lrOfZQ	https://www.youtube.com/playlist?list=PLuhfndjNhE1I_X2DhPRKD_GgeCLCUYPGX	03_organic_chem_lectures/09_carboxylic_acids/02_reactions_of_carboxylic_acid_hvz_hunsdeckers_reaction_decarboxylation_kolbes_electrolysis.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Carboxylic Acids (Organic Compounds containing Oxygen 3/3)	3	Reactions of Carboxylic Acid | Heating Effects, Wolff Rearrangement, Arndt-Eistert Synthesis	https://youtu.be/dALPdOl_vtA	https://www.youtube.com/playlist?list=PLuhfndjNhE1I_X2DhPRKD_GgeCLCUYPGX	03_organic_chem_lectures/09_carboxylic_acids/03_reactions_of_carboxylic_acid_heating_effects_wolff_rearrangement_arndt_eistert_synthesis.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Carboxylic Acids (Organic Compounds containing Oxygen 3/3)	4	Methods of Formation and Reactions of Derivatives of Carboxylic Acid	https://youtu.be/jT3ZGWJAL-s	https://www.youtube.com/playlist?list=PLuhfndjNhE1I_X2DhPRKD_GgeCLCUYPGX	03_organic_chem_lectures/09_carboxylic_acids/04_methods_of_formation_and_reactions_of_derivatives_of_carboxylic_acid.html		Unit 17	Organic Compounds Containing Oxygen	High	Keep current source / no change decided				
Organic Chemistry	Amines (Organic Compounds containing Nitrogen)	1	Methods of Formation of Amines 01	https://youtu.be/nLMzg1yvqcA	https://www.youtube.com/playlist?list=PLDn8sbYvjKFU3YGF515doOObaJY_YeJQU	03_organic_chem_lectures/10_amines/01_methods_of_formation_of_amines.html		Unit 18	Organic Compounds Containing Nitrogen	High	Update to JEE Wallah	AMINES in One Shot: All Concepts & PYQs Covered | JEE Main & Advanced	https://www.youtube.com/watch?v=z-E_koEXP8k	Use JEE Wallah one-shot candidate for Unit 18 if replacing non-OG coverage.	
Organic Chemistry	Amines (Organic Compounds containing Nitrogen)	2	Methods of Formation of Amines 02	https://youtu.be/7d-mBWNC3dc	https://www.youtube.com/playlist?list=PLDn8sbYvjKFU3YGF515doOObaJY_YeJQU	03_organic_chem_lectures/10_amines/02_methods_of_formation_of_amines.html		Unit 18	Organic Compounds Containing Nitrogen	High	Update to JEE Wallah	AMINES in One Shot: All Concepts & PYQs Covered | JEE Main & Advanced	https://www.youtube.com/watch?v=z-E_koEXP8k	Use JEE Wallah one-shot candidate for Unit 18 if replacing non-OG coverage.	
Organic Chemistry	Amines (Organic Compounds containing Nitrogen)	3	Beckmann's Rearrangement in Ketoximes | Amines	https://youtu.be/7xMxskg_Jps	https://www.youtube.com/playlist?list=PLDn8sbYvjKFU3YGF515doOObaJY_YeJQU	03_organic_chem_lectures/10_amines/03_beckmanns_rearrangement_in_ketoximes_amines.html		Unit 18	Organic Compounds Containing Nitrogen	High	Update to JEE Wallah	AMINES in One Shot: All Concepts & PYQs Covered | JEE Main & Advanced	https://www.youtube.com/watch?v=z-E_koEXP8k	Use JEE Wallah one-shot candidate for Unit 18 if replacing non-OG coverage.	
Organic Chemistry	Amines (Organic Compounds containing Nitrogen)	4	Chemical Reactions of Amines	https://youtu.be/v2d_jVYqdCo	https://www.youtube.com/playlist?list=PLDn8sbYvjKFU3YGF515doOObaJY_YeJQU	03_organic_chem_lectures/10_amines/04_chemical_reactions_of_amines.html		Unit 18	Organic Compounds Containing Nitrogen	High	Update to JEE Wallah	AMINES in One Shot: All Concepts & PYQs Covered | JEE Main & Advanced	https://www.youtube.com/watch?v=z-E_koEXP8k	Use JEE Wallah one-shot candidate for Unit 18 if replacing non-OG coverage.	
Organic Chemistry	Amines (Organic Compounds containing Nitrogen)	5	Some Interconversions of Functional Groups	https://youtu.be/n5kI8k1e4wk	https://www.youtube.com/playlist?list=PLDn8sbYvjKFU3YGF515doOObaJY_YeJQU	03_organic_chem_lectures/10_amines/05_some_interconversions_of_functional_groups.html		Unit 18	Organic Compounds Containing Nitrogen	High	Update to JEE Wallah	AMINES in One Shot: All Concepts & PYQs Covered | JEE Main & Advanced	https://www.youtube.com/watch?v=z-E_koEXP8k	Use JEE Wallah one-shot candidate for Unit 18 if replacing non-OG coverage.	
Organic Chemistry	Biomolecules	1	Carbohydrates definition	https://youtu.be/Iw3CIYVKLWw	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/01_carbohydrates_definition.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	2	Reactions of glucose	https://youtu.be/zFN5Pnm8cHI	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/02_reactions_of_glucose.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	3	Cyclic structure of glucose	https://youtu.be/_G-B4SrcHSM	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/03_cyclic_structure_of_glucose.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	4	Fructose	https://youtu.be/y9HmWdbqVwo	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/04_fructose.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	5	Epimer	https://youtu.be/RwtYfv_q5b4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/05_epimer.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	6	Diasaccharides	https://youtu.be/nbkhpJqPVk8	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/06_diasaccharides.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	7	Polysaccharides	https://youtu.be/lPatIdjWFus	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/07_polysaccharides.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	8	Introduction of amino acids	https://youtu.be/H74wQQ7deQQ	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/08_introduction_of_amino_acids.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	9	Structures of amino acids	https://youtu.be/Yx8F2AeD30g	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/09_structures_of_amino_acids.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
